YEAR,MONTH,DAY,HOUR,Temperature at 2 meters (C),Specific Humidity at 2 meters (g/kg),Precipitation corrected (mm/hour),Surface pressure (kPa),Wind speed at 10 meters (m/s),Wind direction at 10 meters (Degrees)
2021,3,25,21,28.76,16.72,0,100.37,4.39,126.38
2021,3,25,22,28.28,16.78,0,100.37,3.79,120.05
2021,3,25,23,27.85,16.72,0,100.34,3.32,113.85
2021,3,26,0,27.42,16.6,0,100.29,3.13,109.11
2021,3,26,1,27.01,16.42,0,100.23,3.16,107.27
2021,3,26,2,26.56,16.24,0,100.2,3.12,106.16
2021,3,26,3,26.11,16.11,0,100.2,3.01,103.5
2021,3,26,4,25.7,15.93,0,100.22,2.78,99.7
2021,3,26,5,25.29,15.81,0,100.29,2.45,95.49
2021,3,26,6,26.19,15.69,0,100.38,3.45,89.22
2021,3,26,7,28.85,15.14,0,100.47,4.9,83.87
2021,3,26,8,32,14.22,0,100.52,5.18,85.33
2021,3,26,9,34.8,13.49,0,100.5,4.81,89.35
2021,3,26,10,37.03,13.06,0,100.42,4.44,94.44
2021,3,26,11,38.63,12.76,0,100.3,4.27,100.75
2021,3,26,12,39.59,12.57,0,100.15,4.39,109.66
2021,3,26,13,39.72,12.57,0,100.02,4.96,119.51
2021,3,26,14,39.26,12.82,0.01,99.94,5.97,127.56
2021,3,26,15,37.39,13.37,0.01,99.94,7.17,132
2021,3,26,16,35.02,14.28,0.01,100.01,8.16,132.83
2021,3,26,17,32.52,15.2,0,100.11,8.34,131.54
2021,3,26,18,30.55,15.87,0,100.21,7.8,130.37
2021,3,26,19,29.49,16.3,0,100.3,6.91,128.26
2021,3,26,20,28.85,16.48,0,100.36,6.14,125.11
2021,3,26,21,28.35,16.54,0,100.39,5.44,121.43
2021,3,26,22,27.92,16.54,0,100.38,4.92,119.58
2021,3,26,23,27.52,16.48,0,100.34,4.5,117.5
2021,3,27,0,27.11,16.42,0,100.28,4.07,115.34
2021,3,27,1,26.73,16.3,0,100.22,3.77,111.51
2021,3,27,2,26.35,16.17,0,100.19,3.45,108.07
2021,3,27,3,26.01,16.05,0,100.19,3.17,106.16
2021,3,27,4,25.68,15.99,0,100.22,2.72,106.19
2021,3,27,5,25.33,16.05,0,100.27,2.18,108.37
2021,3,27,6,26.44,15.99,0,100.35,3.05,107.92
2021,3,27,7,29.5,15.2,0,100.43,4,97.86
2021,3,27,8,32.75,14.4,0,100.48,3.83,97.96
2021,3,27,9,35.08,14.28,0,100.47,3.4,103.01
2021,3,27,10,36.66,14.34,0,100.4,3.46,111.71
2021,3,27,11,37.76,14.22,0,100.3,3.84,121.42
2021,3,27,12,38.29,14.1,0,100.16,4.42,129.83
2021,3,27,13,38.01,14.1,0,100.04,5.19,135.61
2021,3,27,14,37.36,14.22,0,99.96,6,138.06
2021,3,27,15,36.43,14.4,0,99.92,6.72,137.4
2021,3,27,16,34.87,14.77,0,99.94,7.13,135.04
2021,3,27,17,32.82,15.26,0,100,7.12,134.11
2021,3,27,18,30.8,15.87,0,100.09,6.69,135.05
2021,3,27,19,29.44,16.36,0,100.19,6.59,134.71
2021,3,27,20,28.37,16.66,0,100.27,6.25,134.09
2021,3,27,21,27.75,16.85,0,100.32,5.98,133.04
2021,3,27,22,27.36,16.97,0,100.34,5.78,131.88
2021,3,27,23,27.08,17.03,0,100.31,5.48,132.4
2021,3,28,0,26.8,17.03,0,100.25,5.16,133.1
2021,3,28,1,26.54,17.03,0,100.19,4.92,133.26
2021,3,28,2,26.26,17.03,0,100.16,4.63,132.61
2021,3,28,3,25.92,17.03,0,100.16,4.36,131.15
2021,3,28,4,25.51,17.03,0,100.21,3.82,131.52
2021,3,28,5,25.01,17.03,0,100.27,2.95,132.74
2021,3,28,6,25.88,16.85,0,100.35,3.59,129.61
2021,3,28,7,28.58,15.44,0,100.41,4.3,120.66
2021,3,28,8,31.76,13.55,0,100.45,4.19,118.24
2021,3,28,9,34.54,12.63,0,100.44,3.85,120.21
2021,3,28,10,36.65,12.33,0,100.36,3.65,124
2021,3,28,11,38.23,11.96,0,100.24,3.72,127.57
2021,3,28,12,39.21,11.6,0,100.1,4.07,132.2
2021,3,28,13,39.5,11.35,0,99.99,4.6,136.93
2021,3,28,14,39.12,11.29,0,99.92,5.22,140.64
2021,3,28,15,37.98,11.41,0,99.9,5.88,143.31
2021,3,28,16,36.05,11.84,0,99.94,6.43,145.54
2021,3,28,17,33.24,12.76,0,100,6.9,148.18
2021,3,28,18,30.2,14.22,0,100.11,7.15,149.73
2021,3,28,19,28.26,15.81,0,100.22,6.8,147.33
2021,3,28,20,27.35,16.78,0,100.3,6.03,141.57
2021,3,28,21,26.81,17.27,0,100.37,5.61,136.52
2021,3,28,22,26.43,17.52,0,100.4,5.33,135.42
2021,3,28,23,26.12,17.64,0,100.38,4.91,137.19
2021,3,29,0,25.84,17.76,0,100.31,4.48,139.03
2021,3,29,1,25.62,17.82,0,100.24,3.98,140.81
2021,3,29,2,25.44,17.82,0,100.19,3.32,142.94
2021,3,29,3,25.23,17.82,0,100.16,2.63,145.41
2021,3,29,4,25.18,17.88,0,100.19,2.36,148.42
2021,3,29,5,25.1,17.88,0,100.27,2.14,147.82
2021,3,29,6,26.16,17.76,0,100.35,2.97,141.62
2021,3,29,7,28.53,17.21,0,100.42,3.42,132.22
2021,3,29,8,31.23,16.72,0,100.46,3.16,129.39
2021,3,29,9,33.9,16.24,0,100.43,2.7,129.83
2021,3,29,10,36,15.81,0,100.35,2.4,130.9
2021,3,29,11,37.66,15.14,0,100.22,2.34,136.08
2021,3,29,12,38.81,14.34,0,100.05,2.58,144.38
2021,3,29,13,39.19,13.73,0,99.9,3.13,150.24
2021,3,29,14,39.08,13.24,0,99.81,3.98,152.88
2021,3,29,15,38.12,13.12,0,99.78,5.02,153.59
2021,3,29,16,36.21,13.37,0,99.81,6,154.14
2021,3,29,17,33.31,14.04,0,99.89,6.96,154.1
2021,3,29,18,30.15,15.08,0,100,7.62,152.54
2021,3,29,19,28.02,15.81,0,100.09,7.16,150.36
2021,3,29,20,27.03,16.11,0,100.15,6.06,146.04
2021,3,29,21,26.64,16.24,0,100.2,5.3,142.18
2021,3,29,22,26.35,16.36,0,100.22,4.84,144.39
2021,3,29,23,26.03,16.54,0,100.2,4.45,150.69
2021,3,30,0,25.8,16.6,0,100.16,4.19,158.56
2021,3,30,1,25.62,16.54,0,100.11,3.81,167.45
2021,3,30,2,25.54,16.48,0,100.09,3.42,174.35
2021,3,30,3,25.46,16.42,0,100.09,2.95,176.81
2021,3,30,4,25.37,16.48,0,100.13,2.39,174.57
2021,3,30,5,25.09,16.54,0,100.19,1.6,171.55
2021,3,30,6,26.11,16.48,0,100.25,2.09,174.84
2021,3,30,7,28.21,15.93,0,100.31,1.96,182.96
2021,3,30,8,30.96,14.77,0,100.35,1.72,192.9
2021,3,30,9,33.59,14.47,0,100.34,1.53,198.71
2021,3,30,10,35.66,14.53,0,100.27,1.42,196.64
2021,3,30,11,37.14,14.47,0,100.15,1.48,190.36
2021,3,30,12,38.07,14.16,0,100.02,1.78,184.53
2021,3,30,13,38.36,13.85,0,99.88,2.26,181.78
2021,3,30,14,38.05,13.61,0,99.78,2.78,179.52
2021,3,30,15,36.96,13.61,0,99.74,3.59,174.88
2021,3,30,16,35.56,13.92,0,99.75,4.44,171.1
2021,3,30,17,33.51,14.47,0,99.8,5.14,167
2021,3,30,18,31.33,15.2,0,99.89,5.94,162.3
2021,3,30,19,29.69,15.81,0,100,6.46,160.49
2021,3,30,20,28.4,16.17,0,100.09,6.02,160.98
2021,3,30,21,27.48,16.42,0,100.15,5.31,161.99
2021,3,30,22,26.96,16.54,0,100.18,4.83,162.59
2021,3,30,23,26.58,16.54,0,100.17,4.45,162.33
2021,3,31,0,26.27,16.6,0,100.11,4,161.21
2021,3,31,1,25.98,16.72,0,100.05,3.52,157.82
2021,3,31,2,25.8,16.91,0,100,3.29,152.89
2021,3,31,3,25.69,16.97,0,100,3.14,148.64
2021,3,31,4,25.59,17.09,0,100.04,2.87,146.44
2021,3,31,5,25.47,17.21,0,100.1,2.43,147.08
2021,3,31,6,26.26,17.21,0,100.17,2.91,155.22
2021,3,31,7,28.67,16.3,0,100.25,2.84,175.59
2021,3,31,8,31.79,15.38,0,100.3,2.56,195.95
2021,3,31,9,34.42,14.95,0,100.29,2.06,197.2
2021,3,31,10,36.62,14.59,0,100.2,1.69,183.44
2021,3,31,11,38.21,14.22,0,100.08,1.76,171.08
2021,3,31,12,39.3,13.85,0,99.93,2.06,167.97
2021,3,31,13,39.83,13.49,0,99.79,2.54,167.93
2021,3,31,14,39.68,13.18,0,99.68,3.15,167.1
2021,3,31,15,38.83,13.06,0,99.63,3.88,164.7
2021,3,31,16,37.26,13.06,0,99.65,4.7,162.59
2021,3,31,17,34.91,13.43,0,99.71,5.64,159.3
2021,3,31,18,32.32,14.1,0,99.81,6.56,156.03
2021,3,31,19,30.33,14.77,0,99.9,6.77,156.19
2021,3,31,20,28.87,15.26,0,99.98,5.99,159.37
2021,3,31,21,27.94,15.69,0,100.04,4.95,164.25
2021,3,31,22,27.36,16.05,0,100.08,4.22,166.07
2021,3,31,23,26.93,16.48,0,100.09,3.81,164.17
